prevalence,fpr_estimate,TPR_version_level,FPR_group_level,n_benign_groups,n_flagged_groups,PPV,alerts_per_10k,true_positives_per_10k,missed_per_10k
0.01,upper95_group_level,0.5369030390738061,0.011857707509881422,253,0,0.3138286134608312,171.0816082552067,53.69030390738061,46.30969609261939
0.001,upper95_group_level,0.5369030390738061,0.011857707509881422,253,0,0.04335894012814176,123.82752841445348,5.369030390738061,4.630969609261939
0.0001,upper95_group_level,0.5369030390738061,0.011857707509881422,253,0,0.004507921749282844,119.10212043037815,0.5369030390738061,0.4630969609261939
