ordering,k,val_auc_roc,val_au_pr,val_au_pr_baseline,jaccard_with_retained
mi -> variance -> boruta -> corr -> rfe,30,0.9926925437975161,0.9973009142975618,0.7211093990755008,0.8064516129032258
corr -> variance -> mi -> boruta -> rfe,30,0.9913939651508713,0.9968595450408808,0.7211093990755008,0.8064516129032258
variance -> corr -> mi -> boruta -> rfe,30,0.9913939651508713,0.9968595450408808,0.7211093990755008,0.8064516129032258
variance -> mi -> corr -> boruta -> rfe,30,0.9913939651508713,0.9968595450408808,0.7211093990755008,0.8064516129032258
variance -> mi -> boruta -> rfe -> corr,26,0.9906148179628843,0.9964349626641293,0.7211093990755008,1.0
boruta -> variance -> mi -> rfe -> corr,26,0.9906148179628843,0.9964349626641293,0.7211093990755008,1.0
