prevalence,fpr_estimate,TPR,FPR,PPV,alerts_per_10k,true_positives_per_10k,missed_per_10k
0.01,point,0.5369030390738061,0.0,1.0,53.69030390738061,53.69030390738061,46.30969609261939
0.01,upper95,0.5369030390738061,0.010830324909747292,0.3336655908881342,160.91052051387882,53.69030390738061,46.30969609261939
0.001,point,0.5369030390738061,0.0,1.0,5.369030390738061,5.369030390738061,4.630969609261939
0.001,upper95,0.5369030390738061,0.010830324909747292,0.047277583689332534,113.56397623911352,5.369030390738061,4.630969609261939
0.0001,point,0.5369030390738061,0.0,1.0,0.5369030390738061,0.5369030390738061,0.4630969609261939
0.0001,upper95,0.5369030390738061,0.010830324909747292,0.004933441007774393,108.82932181163699,0.5369030390738061,0.4630969609261939
