package,version,ecosystem,t_p,maintainer,vman_name_len,vman_name_ent,vman_version_len,vman_version_ent,vman_description_len,vman_description_ent,vman_main_len,vman_main_ent,vman_license_len,vman_license_ent,vman_scripts_dict_size,vman_scripts_nested,vman__id_len,vman__id_ent,vman_dist_dict_size,vman_dist_nested,vman_directories_dict_size,vman_directories_nested,vman_maintainers_list_size,pit_ver_len,pit_ver_n_components,pit_ver_has_prerelease,pit_ver_is_zero_major,pit_ver_is_initial,pit_ver_max_component,pit_ver_entropy,pit_n_prior_releases,pit_days_since_first,pit_days_since_prev,pit_releases_30d,pit_releases_365d,pit_median_gap_days,pit_std_gap_days,pit_name_len,pit_name_entropy,pit_name_has_scope,pit_name_n_hyphens,pit_name_n_digits,pit_name_n_dots,pit_n_dependencies,pit_n_dev_dependencies,pit_n_peer_dependencies,pit_n_scripts,pit_has_install_hook,pit_scripts_total_len,pit_scripts_max_len,pit_description_len,pit_description_entropy,pit_n_keywords,pit_has_license,pit_license_len,pit_has_repository,pit_has_homepage,pit_has_bugs_url,pit_n_maintainers,pit_author_email_domain_score,pit_has_engines,pit_has_files_field,pit_n_classifiers,pit_requires_python_len,pit_long_description_len,cur_n_versions_now,cur_n_releases_now,cur_n_maintainers_now,cur_readme_len_now,cur_days_since_modified,cur_project_url_len_now,cur_description_len_now,cur_homepage_len_now,label,vman_author_dict_size,vman_author_nested,vman_devDependencies_dict_size,vman_devDependencies_nested,vman_bin_dict_size,vman_bin_nested,vman_dependencies_dict_size,vman_dependencies_nested,vman_peerDependencies_dict_size,vman_peerDependencies_nested,vman_gitHead_len,vman_gitHead_ent,vman_keywords_list_size,vman_homepage_len,vman_homepage_ent,vman_bugs_dict_size,vman_bugs_nested,vman_tsup_dict_size,vman_tsup_nested,vman_types_len,vman_types_ent,vman_engines_dict_size,vman_engines_nested,vman_repository_dict_size,vman_repository_nested,vman_exports_dict_size,vman_exports_nested,vman_type_len,vman_type_ent,vman_nodemonConfig_dict_size,vman_nodemonConfig_nested,vman_publishConfig_dict_size,vman_publishConfig_nested,vman_c8_dict_size,vman_c8_nested,vman_module_len,vman_module_ent,vman_peerDependenciesMeta_dict_size,vman_peerDependenciesMeta_nested,vman_author_len,vman_author_ent,vman_packageManager_len,vman_packageManager_ent,vman_exports_len,vman_exports_ent,vman_openclaw_dict_size,vman_openclaw_nested,vman__schema_len,vman__schema_ent,vman_contributors_list_size,vman_funding_len,vman_funding_ent,vman_sideEffects_bool,vman_os_list_size,vman_cpu_list_size,vman_sideEffects_list_size,vman_jest_dict_size,vman_jest_nested,vman__from_len,vman__from_ent,vman_husky_dict_size,vman_husky_nested,vman__resolved_len,vman__resolved_ent,vman__integrity_len,vman__integrity_ent,vman_commitlint_dict_size,vman_commitlint_nested,vman_optionalDependencies_dict_size,vman_optionalDependencies_nested,vman_style_len,vman_style_ent,vman_browser_len,vman_browser_ent,vman_funding_dict_size,vman_funding_nested,vman_bundleDependencies_list_size,vman_preferGlobal_bool,vman_security_dict_size,vman_security_nested,vman_unpkg_len,vman_unpkg_ent,vman_browser_dict_size,vman_browser_nested,vman_typings_len,vman_typings_ent,vman_jsdelivr_len,vman_jsdelivr_ent,vman_lint_staged_dict_size,vman_lint_staged_nested,vman_react_native_dict_size,vman_react_native_nested,vman_typesVersions_dict_size,vman_typesVersions_nested,vman____len,vman____ent,vman_overrides_dict_size,vman_overrides_nested,vman_prettier_dict_size,vman_prettier_nested,vman_magda_dict_size,vman_magda_nested,vman_readmeFilename_len,vman_readmeFilename_ent,vman_source_len,vman_source_ent,vman_release_it_dict_size,vman_release_it_nested,vman_eslintConfig_dict_size,vman_eslintConfig_nested,vman_eslintIgnore_list_size,vman_react_native_len,vman_react_native_ent,vman_react_native_builder_bob_dict_size,vman_react_native_builder_bob_nested,vman_private_bool,vman_imports_dict_size,vman_imports_nested,vman_workspaces_list_size,vman_shasum_len,vman_shasum_ent,vman_n8n_dict_size,vman_n8n_nested,vman_tsd_dict_size,vman_tsd_nested,vman_config_dict_size,vman_config_nested,vman_gypfile_bool,vman_pnpm_dict_size,vman_pnpm_nested,vman_typescript_dict_size,vman_typescript_nested,vman_browserslist_dict_size,vman_browserslist_nested,vman_limit_size_list_size,vman_executors_len,vman_executors_ent,vman_migrations_len,vman_migrations_ent,vman_verb_dict_size,vman_verb_nested,vman_preferUnplugged_bool,vman_authors_list_size,vman_funding_list_size,vman_release_dict_size,vman_release_nested,vman_libc_list_size,vman_size_limit_list_size,vman_clean_publish_dict_size,vman_clean_publish_nested,vman_simple_git_hooks_dict_size,vman_simple_git_hooks_nested,vman_licenses_list_size,vman_bugs_len,vman_bugs_ent,vman_depup_dict_size,vman_depup_nested,vman_update_len,vman_update_ent,vman_waWebVersion_len,vman_waWebVersion_ent,vman_lastUpdatedWITA_len,vman_lastUpdatedWITA_ent,vman_waWebVersionSource_len,vman_waWebVersionSource_ent,vman_repository_len,vman_repository_ent,vman_registry_bool,vman_prettier_len,vman_prettier_ent,vman_gitCommitId_len,vman_gitCommitId_ent,vman_resolutions_dict_size,vman_resolutions_nested,vman_memoraxCode_dict_size,vman_memoraxCode_nested,vman_xo_dict_size,vman_xo_nested,vman_standard_dict_size,vman_standard_nested,vman_mocha_dict_size,vman_mocha_nested,vman_nyc_dict_size,vman_nyc_nested,vman_man_list_size,vman_nano_staged_dict_size,vman_nano_staged_nested,vman_claudeall_dict_size,vman_claudeall_nested,vman_build_dict_size,vman_build_nested,vman_author_email_len,vman_author_email_ent,vman_classifiers_list_size,vman_description_content_type_len,vman_description_content_type_ent,vman_download_url_len,vman_download_url_ent,vman_home_page_len,vman_home_page_ent,vman_keywords_len,vman_keywords_ent,vman_maintainer_len,vman_maintainer_ent,vman_maintainer_email_len,vman_maintainer_email_ent,vman_package_url_len,vman_package_url_ent,vman_project_url_len,vman_project_url_ent,vman_release_url_len,vman_release_url_ent,vman_requires_python_len,vman_requires_python_ent,vman_summary_len,vman_summary_ent,vman_dynamic_list_size,vman_platform_len,vman_platform_ent,vman_project_urls_dict_size,vman_project_urls_nested,vman_requires_dist_list_size,vman_license_files_list_size,vman_provides_extra_list_size,vman_license_expression_len,vman_license_expression_ent,vman_readme_len,vman_readme_ent,vman_licenseText_len,vman_licenseText_ent,vman_auto_changelog_dict_size,vman_auto_changelog_nested,vman_files_list_size,vman_declaration_bool,vman_amdName_len,vman_amdName_ent,vman_netlifySiteId_len,vman_netlifySiteId_ent,vman_browserslist_list_size,vman_atlassian_dict_size,vman_atlassian_nested,vman_techstack_dict_size,vman_techstack_nested,vman_atlaskit_src_len,vman_atlaskit_src_ent,vman_module_es2019_len,vman_module_es2019_ent,vman_platform_feature_flags_dict_size,vman_platform_feature_flags_nested,vman_compassUnitTestMetricSourceId_len,vman_compassUnitTestMetricSourceId_ent,vman_calypso_src_len,vman_calypso_src_ent,vman_versionist_dict_size,vman_versionist_nested,vman_ava_dict_size,vman_ava_nested,vman_nx_dict_size,vman_nx_nested,vman_umd_main_len,vman_umd_main_ent,vman_babel_dict_size,vman_babel_nested,vman_clean_package_dict_size,vman_clean_package_nested,vman_scripty_dict_size,vman_scripty_nested,vman_jsnext_main_len,vman_jsnext_main_ent,vman_stratus_dict_size,vman_stratus_nested,vman_volta_dict_size,vman_volta_nested,vman_browserslist_len,vman_browserslist_ent,vman_test_main_len,vman_test_main_ent,vman_madge_dict_size,vman_madge_nested,vman_src_len,vman_src_ent,vman_preconstruct_dict_size,vman_preconstruct_nested,vman_link_len,vman_link_ent,vman_libraryTemplate_dict_size,vman_libraryTemplate_nested,vman_umd_len,vman_umd_ent,vman_pre_commit_list_size,vman_typeValidation_dict_size,vman_typeValidation_nested,vman_inlinedDependencies_dict_size,vman_inlinedDependencies_nested,vman_customElements_len,vman_customElements_ent,vman_registry_len,vman_registry_ent,vman_tshy_dict_size,vman_tshy_nested,vman_node_len,vman_node_ent,vman_clean_package_len,vman_clean_package_ent,vman_devEngines_dict_size,vman_devEngines_nested,vman_publish_dict_size,vman_publish_nested,vman_distSizeChecker_dict_size,vman_distSizeChecker_nested,vman_buildOptions_dict_size,vman_buildOptions_nested,vman_optionalDeps_dict_size,vman_optionalDeps_nested,vman_es2015_len,vman_es2015_ent,vman_automator_dict_size,vman_automator_nested,vman_lavamoat_dict_size,vman_lavamoat_nested,vman_msw_dict_size,vman_msw_nested,vman_rollup_dict_size,vman_rollup_nested,vman_scripts_info_dict_size,vman_scripts_info_nested,vman__progress_dict_size,vman__progress_nested,vman_schematics_len,vman_schematics_ent,vman_stableVersion_len,vman_stableVersion_ent,vman_minify_dict_size,vman_minify_nested,vman_scope_len,vman_scope_ent,vman_source_bool,vman_url_len,vman_url_ent,vman_sideEffects_len,vman_sideEffects_ent,vman_main_dev_len,vman_main_dev_ent,vman_wireit_dict_size,vman_wireit_nested,vman_main_h5_len,vman_main_h5_ent,vman_npmPublishAccess_len,vman_npmPublishAccess_ent,vman_typeScriptVersion_len,vman_typeScriptVersion_ent,vman_typesPublisherContentHash_len,vman_typesPublisherContentHash_ent,vman__shasum_len,vman__shasum_ent,vman_tags_list_size,vman_wix_dict_size,vman_wix_nested,vman_falconPackageHash_len,vman_falconPackageHash_ent,vman_wallaby_dict_size,vman_wallaby_nested,vman_wpScript_bool,vman_wpWorkers_dict_size,vman_wpWorkers_nested,vman_wpScriptModuleExports_dict_size,vman_wpScriptModuleExports_nested,vman_id_len,vman_id_ent,vman__engineSupported_bool,vman__defaultsLoaded_bool,vman_corifeus_dict_size,vman_corifeus_nested,vman__npmJsonOpts_dict_size,vman__npmJsonOpts_nested,vman_ci_dict_size,vman_ci_nested,vman_engine_dict_size,vman_engine_nested,vman___version_len,vman___version_ent,vman_depcheck_dict_size,vman_depcheck_nested,vman_license_dict_size,vman_license_nested,vman_component_dict_size,vman_component_nested,vman_template_dict_size,vman_template_nested,vman_snyk_bool,vman__nodeSupported_bool,vman_importSort_dict_size,vman_importSort_nested,vman_docs_url_len,vman_docs_url_ent
new-native-tools-linux-x64-gnu,3.1.42-as2-9980-419-1785846283,npm,2026-08-04T12:24:55.185000+00:00,ilya-at-134-dot-team,30,3.7865692464606244,30,3.6062389286533896,70.0,4.504302931775617,24.0,3.772055208874201,3.0,1.584962500721156,,,61.0,4.44231131265352,6.0,1.0,0.0,0.0,2.0,30,3,1,0,0,1785846283,3.6062389286533896,404,647.9725142708334,0.007185138888888889,82,373,0.046234907405795875,6.601979982369766,30,3.7865692464606244,0,5,2,0,0,0,0,0,0,0,0,70,4.504302931775617,0,1,3,0,0,0,2,0,1,0,0,0,0,426,428,2,0,0,0,0,0,1,,,,,,,,,,,40.0,3.7159573209491743,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.94770277922009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-native-tools-linux-x64-gnu,3.1.40-browser-release-151-363-1784553412,npm,2026-07-20T13:17:04.246000+00:00,ilya-at-134-dot-team,30,3.7865692464606244,41,3.955504603267742,70.0,4.504302931775617,24.0,3.772055208874201,3.0,1.584962500721156,,,72.0,4.44613147451933,6.0,1.0,0.0,0.0,2.0,41,3,1,0,0,1784553412,3.955504603267742,355,633.0087302546297,0.003953506944444444,66,338,0.04914009837916604,7.020254586430742,30,3.7865692464606244,0,5,2,0,0,0,0,0,0,0,0,70,4.504302931775617,0,1,3,0,0,0,2,0,1,0,0,0,0,426,428,2,0,0,0,0,0,1,,,,,,,,,,,40.0,3.8775671571169283,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.94770277922009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-native-tools-linux-x64-gnu,3.1.40-browser-release-151-359-1784544869,npm,2026-07-20T10:54:41.703000+00:00,ilya-at-134-dot-team,30,3.7865692464606244,41,4.013176017331163,70.0,4.504302931775617,24.0,3.772055208874201,3.0,1.584962500721156,,,72.0,4.473909252297107,6.0,1.0,0.0,0.0,2.0,41,3,1,0,0,1784544869,4.013176017331163,351,632.9098582291667,0.0003778125,62,334,0.05081577546204681,7.057706639744897,30,3.7865692464606244,0,5,2,0,0,0,0,0,0,0,0,70,4.504302931775617,0,1,3,0,0,0,2,0,1,0,0,0,0,426,428,2,0,0,0,0,0,1,,,,,,,,,,,40.0,3.603701696057348,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.94770277922009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-native-tools-linux-x64-gnu,3.1.41-origin-chrom-468-delete-windows-32-bit-changelog-fix-409-1785839050,npm,2026-08-04T10:24:21.850000+00:00,ilya-at-134-dot-team,30,3.7865692464606244,74,4.602053354891229,70.0,4.504302931775617,24.0,3.772055208874201,3.0,1.584962500721156,,,105.0,4.648989861185727,6.0,1.0,0.0,0.0,2.0,74,3,1,0,0,1785839050,4.602053354891229,395,647.8887951157408,0.011100127314814816,73,364,0.04888450810202846,6.672487441468858,30,3.7865692464606244,0,5,2,0,0,0,0,0,0,0,0,70,4.504302931775617,0,1,3,0,0,0,2,0,1,0,0,0,0,426,428,2,0,0,0,0,0,1,,,,,,,,,,,40.0,3.6275671571169283,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.94770277922009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-native-tools-linux-x64-gnu,3.1.41-v2026.217.1-native-tools-392-1785759657,npm,2026-08-03T12:21:10.777000+00:00,ilya-at-134-dot-team,30,3.7865692464606244,46,4.132819163643163,70.0,4.504302931775617,24.0,3.772055208874201,3.0,1.584962500721156,,,77.0,4.462008788607524,6.0,1.0,0.0,0.0,2.0,46,5,1,0,0,1785759657,4.132819163643163,380,646.9699169560186,0.14323275462962962,59,349,0.05232450231357857,6.795698284083736,30,3.7865692464606244,0,5,2,0,0,0,0,0,0,0,0,70,4.504302931775617,0,1,3,0,0,0,2,0,1,0,0,0,0,426,428,2,0,0,0,0,0,1,,,,,,,,,,,40.0,3.727567157116928,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.94770277922009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-native-tools-linux-x64-gnu,3.1.42-origin-chrom-468-delete-windows-32-bit-changelog-fix-412-1785840430,npm,2026-08-04T10:47:23.023000+00:00,ilya-at-134-dot-team,30,3.7865692464606244,74,4.536448584995644,70.0,4.504302931775617,24.0,3.772055208874201,3.0,1.584962500721156,,,105.0,4.596515813525471,6.0,1.0,0.0,0.0,2.0,74,3,1,0,0,1785840430,4.536448584995644,398,647.9047809143519,0.006026770833333333,76,367,0.047361226851741475,6.6487408802394015,30,3.7865692464606244,0,5,2,0,0,0,0,0,0,0,0,70,4.504302931775617,0,1,3,0,0,0,2,0,1,0,0,0,0,426,428,2,0,0,0,0,0,1,,,,,,,,,,,40.0,3.887326145256008,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.94770277922009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new-native-tools-linux-x64-gnu,3.1.40-browser-release-151-373-1784890024,npm,2026-07-24T10:47:20.774000+00:00,ilya-at-134-dot-team,30,3.7865692464606244,41,4.0251327245427015,70.0,4.504302931775617,24.0,3.772055208874201,3.0,1.584962500721156,,,72.0,4.513558599134238,6.0,1.0,0.0,0.0,2.0,41,3,1,0,0,1784890024,4.0251327245427015,365,636.9047548842592,0.01789957175925926,75,348,0.05081577546204681,6.927274358794104,30,3.7865692464606244,0,5,2,0,0,0,0,0,0,0,0,70,4.504302931775617,0,1,3,0,0,0,2,0,1,0,0,0,0,426,428,2,0,0,0,0,0,1,,,,,,,,,,,40.0,3.7348295085032612,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.94770277922009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mountly-tailwind,0.1.3,npm,2026-06-04T00:26:06.915000+00:00,jagreehal,16,3.5,5,1.9219280948873623,56.0,4.187193208607595,16.0,3.202819531114783,10.0,3.321928094887362,3.0,0.0,22.0,4.004886164091842,7.0,1.0,0.0,0.0,1.0,5,3,0,1,0,3,1.9219280948873623,2,38.251383680555556,33.64911579861111,0,2,4.602267881943672,0.0,16,3.5,0,1,0,0,1,0,0,3,0,88,38,56,4.187193208607595,0,1,10,1,1,1,1,0,0,0,0,0,0,4,6,1,662,61,0,0,0,1,,,,,,,1.0,0.0,,,,,,79.0,4.375444908323131,1.0,0.0,,,,,,,3.0,0.0,3.0,0.0,6.0,2.584962500721156,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.202819531114783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@emilgroup/discount-sdk,1.5.1,npm,2026-03-20T21:20:09.824000+00:00,cover42devs,23,4.088779347361362,5,1.5219280948873621,28.0,3.892724905113432,8.0,3.0,3.0,1.584962500721156,2.0,0.0,29.0,4.306256857196538,6.0,1.0,0.0,0.0,20.0,5,3,0,0,0,5,1.5219280948873621,8,298.2623528819445,65.15295586805556,0,8,16.032720474537324,42.78766942445513,23,4.088779347361362,1,1,0,0,0,0,0,2,1,35,22,28,3.892724905113432,0,1,3,0,0,0,20,0,0,0,0,0,0,18,22,24,1498,18,0,0,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@emilgroup/discount-sdk,1.14.0,npm,2026-07-20T17:20:41.332000+00:00,ahmed.zeno,23,4.088779347361362,6,1.9182958340544893,42.0,4.445307005854538,15.0,3.2402239289418513,9.0,2.725480556997868,2.0,0.0,30.0,4.3735572622751855,6.0,1.0,0.0,0.0,24.0,6,3,0,0,0,14,1.9182958340544893,17,420.0960508912037,10.975008171296297,4,11,2.9057589409734916,35.0780841478382,23,4.088779347361362,1,1,0,0,1,1,0,2,0,31,18,42,4.445307005854538,5,1,9,0,0,0,24,0,0,0,0,0,0,18,22,24,1498,18,0,0,0,1,1.0,0.0,1.0,0.0,,,1.0,0.0,,,40.0,3.7659573209491746,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,3.057476076289932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
git-userhub,2.1.4,npm,2026-05-21T04:35:10.891000+00:00,divyo_argha,11,3.277613436819116,5,1.9219280948873623,72.0,4.111315147488259,,,3.0,1.584962500721156,2.0,0.0,17.0,3.8521687236032816,6.0,1.0,0.0,0.0,1.0,5,3,0,0,0,4,1.9219280948873623,0,0.0,0.0,0,0,0.0,0.0,11,3.277613436819116,0,1,0,0,1,0,0,2,1,44,29,72,4.111315147488259,9,1,3,1,1,1,1,0,1,0,0,0,0,44,46,1,7378,6,0,0,0,1,1.0,0.0,,,1.0,0.0,1.0,0.0,,,40.0,3.6128148954723547,9.0,46.0,4.294663586209603,1.0,0.0,,,,,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
git-userhub,2.1.5,npm,2026-05-21T04:42:01.087000+00:00,divyo_argha,11,3.277613436819116,5,1.9219280948873623,72.0,4.111315147488259,,,3.0,1.584962500721156,2.0,0.0,17.0,3.8521687236032816,6.0,1.0,0.0,0.0,1.0,5,3,0,0,0,5,1.9219280948873623,1,0.004747638888888889,0.004747638888888889,1,1,0.0,0.0,11,3.277613436819116,0,1,0,0,1,0,0,2,1,44,29,72,4.111315147488259,9,1,3,1,1,1,1,0,1,0,0,0,0,44,46,1,7378,6,0,0,0,1,1.0,0.0,,,1.0,0.0,1.0,0.0,,,40.0,3.6128148954723547,9.0,46.0,4.294663586209603,1.0,0.0,,,,,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
