mean_predicted,observed_fraction
0.00014742022528510345,0.07216494845360824
0.0019219023126264016,0.08247422680412371
0.021321597049927116,0.21649484536082475
0.4175703551500409,0.78125
0.8433143907190961,0.9896907216494846
0.9278446573382221,1.0
0.9738094600633906,1.0
0.9931642605322376,1.0
0.9984816536410358,1.0
0.9996951775676154,1.0
